position,token,surprisal_bits,category
508, objection,19.542320251464844,boilerplate
509, to,0.09181031584739685,boilerplate
510, war,0.07947192341089249,boilerplate
511,far,5.159478746463719e-07,boilerplate
512,in,-0.0,boilerplate
513, was,0.2857400178909302,boilerplate
514, the,1.5987142324447632,boilerplate
515, need,0.874641478061676,boilerplate
516, for,0.04254026710987091,boilerplate
517, frequent,0.9740628600120544,boilerplate
518, monitoring,0.876529335975647,boilerplate
519, and,2.1397478580474854,boilerplate
520, dose,6.59211540222168,boilerplate
521, adjustment,1.572343111038208,boilerplate
522,".

",6.060424327850342,boilerplate
523,Within,7.630395412445068,boilerplate
524, ,0.7893779873847961,boilerplate
525,7,3.9927518367767334,numeric
526,2,0.15321539342403412,numeric
527, hours,0.0217941552400589,numeric
528, of,0.5646765828132629,boilerplate
529, initiating,3.13877272605896,boilerplate
530, ren,20.20659828186035,boilerplate
531,ally,10.642257690429688,boilerplate
532, dos,4.3944573402404785,boilerplate
533,ed,0.00010266999015584588,boilerplate
534, riv,0.01697673834860325,boilerplate
535,ar,3.4396526871205424e-07,boilerplate
536,ox,-0.0,boilerplate
537,aban,4.471542069950374e-06,clinical_entity
538,",",0.9663470387458801,boilerplate
539, the,0.5924718379974365,boilerplate
540, patient,0.001057133893482387,boilerplate
541, experienced,3.779083728790283,boilerplate
542, recurrent,7.660343170166016,boilerplate
543, nasal,12.475366592407227,clinical_entity
544, bleeding,0.7307978868484497,clinical_entity
545,.,2.2673068046569824,boilerplate
546, During,9.83630657196045,boilerplate
547, the,0.7150605916976929,boilerplate
548, day,7.2615065574646,numeric
549, the,8.335329055786133,boilerplate
550, patient,1.387227177619934,boilerplate
551, had,1.7265981435775757,boilerplate
552, five,8.220736503601074,boilerplate
553, episodes,0.37242376804351807,boilerplate
554, of,0.060124944895505905,boilerplate
555, mild,6.248042106628418,boilerplate
556, bleeding,2.4779725074768066,clinical_entity
557, that,5.767832279205322,boilerplate
558, stopped,3.3554391860961914,boilerplate
559, with,3.1278085708618164,boilerplate
560, direct,3.344409704208374,boilerplate
561, pressure,0.027913417667150497,boilerplate
562, and,3.1104538440704346,boilerplate
563, simple,12.079846382141113,clinical_entity
564, packing,8.957380294799805,clinical_entity
565,.,0.26813560724258423,boilerplate
566, However,3.2317850589752197,boilerplate
567,",",0.0010811935644596815,boilerplate
568, that,4.847406387329102,boilerplate
569, night,1.4010709524154663,boilerplate
570, the,3.137709140777588,boilerplate
571, patient,0.10157883912324905,boilerplate
572, experienced,0.9340866208076477,boilerplate
573, severe,4.513264179229736,boilerplate
574, posterior,8.215656280517578,clinical_entity
575, nasal,0.542263925075531,clinical_entity
576, hemorrh,5.381044864654541,clinical_entity
577,age,6.638377817580476e-05,boilerplate
578, requiring,1.989945650100708,boilerplate
579, posterior,6.445842266082764,clinical_entity
580, nasal,0.06029418855905533,clinical_entity
581, packing,0.012284893542528152,clinical_entity
582,.,2.206918478012085,boilerplate
583, As,7.729395389556885,boilerplate
584,pir,0.7257266044616699,boilerplate
585,in,8.564481686335057e-05,boilerplate
586, was,2.498591661453247,boilerplate
587, discontinued,1.1008672714233398,boilerplate
588,.,3.946079730987549,boilerplate
589, When,8.138301849365234,boilerplate
590, the,0.7462737560272217,boilerplate
591, packing,6.903902053833008,clinical_entity
592, was,0.02625967562198639,boilerplate
593, removed,0.01807297207415104,boilerplate
594, five,8.868563652038574,boilerplate
595, days,0.002070216927677393,numeric
596, later,0.17471985518932343,boilerplate
597,",",0.02417164482176304,boilerplate
598, bleeding,7.405754566192627,clinical_entity
599, rec,1.810642123222351,boilerplate
600,urred,0.00031056723673827946,boilerplate
601,.,1.2489614486694336,boilerplate
602, Card,14.184222221374512,boilerplate
603,iology,0.1389571577310562,boilerplate
604, re,7.191671848297119,boilerplate
605,eval,1.0649635791778564,boilerplate
606,uated,1.1522791282914113e-05,boilerplate
607, the,0.5155612230300903,boilerplate
608, patient,0.3032318353652954,boilerplate
609,'s,5.640920162200928,boilerplate
610, ant,0.8641842007637024,boilerplate
611,ith,2.3090033531188965,boilerplate
612,rom,1.2210716704430524e-05,boilerplate
613,bot,0.012494453229010105,boilerplate
614,ic,5.159478746463719e-07,boilerplate
615, regimen,0.20638558268547058,clinical_entity
616,",",2.6074278354644775,boilerplate
617, discontin,8.494108200073242,boilerplate
618,uing,0.0003308566811028868,boilerplate
619, riv,2.5821869373321533,boilerplate
620,ar,-0.0,boilerplate
621,ox,-0.0,boilerplate
622,aban,-0.0,clinical_entity
623, and,1.0252671241760254,boilerplate
624, switching,3.775785207748413,boilerplate
625, pr,5.705638408660889,boilerplate
626,as,1.2038780141665484e-06,boilerplate
627,ug,-0.0,numeric
628,rel,4.299559805076569e-06,boilerplate
629, to,0.03892434760928154,boilerplate
630, clo,0.2627989649772644,boilerplate
631,pid,5.8473983699514065e-06,boilerplate
632,og,0.0003269019944127649,boilerplate
633,rel,0.0004910988500341773,boilerplate
634,.,0.39664292335510254,boilerplate
635, After,5.113749980926514,boilerplate
636, ,3.858779191970825,boilerplate
637,2,2.764765977859497,numeric
638,4,2.687366247177124,numeric
639, hours,0.028066914528608322,numeric
640, without,5.609328746795654,boilerplate
641, oral,15.659865379333496,boilerplate
642, riv,9.567259788513184,boilerplate
643,ar,-0.0,boilerplate
644,ox,-0.0,boilerplate
645,aban,1.4618452041759156e-05,clinical_entity
646, or,4.210287570953369,boilerplate
647, recurrence,23.334251403808594,boilerplate
648, of,0.023225249722599983,boilerplate
649, hemorrh,7.436992645263672,clinical_entity
650,age,0.0004914426826871932,boilerplate
651,",",0.006625357549637556,boilerplate
652, the,0.4137793779373169,boilerplate
653, patient,0.06009673699736595,boilerplate
654, was,0.05634582042694092,boilerplate
655, deemed,7.947746276855469,boilerplate
656, stable,0.4497409462928772,boilerplate
657, for,3.2200729846954346,boilerplate
658, discharge,1.4910966157913208,clinical_entity
659,".

",1.427374243736267,boilerplate
660,3,0.40404385328292847,numeric
661,.,0.0004350505187176168,boilerplate
662, Discussion,0.3843386173248291,boilerplate
663,"

",0.01779797300696373,boilerplate
664,For,10.691509246826172,boilerplate
665, decades,7.915521144866943,boilerplate
666,",",0.013850481249392033,boilerplate
667, ant,3.8919694423675537,boilerplate
668,ith,1.5208607912063599,boilerplate
669,rom,4.6435238800768275e-06,boilerplate
670,bot,0.0003354991495143622,boilerplate
671,ic,0.004054120741784573,boilerplate
672, therapies,4.741551399230957,boilerplate
673, have,0.18732625246047974,boilerplate
674, been,0.13263480365276337,boilerplate
675, effectively,12.748200416564941,boilerplate
676, used,0.351632684469223,boilerplate
677, to,1.0415667295455933,boilerplate
678, decrease,6.278101444244385,boilerplate
679, complications,9.568989753723145,boilerplate
680, associated,4.593942642211914,boilerplate
681, with,0.00026878382777795196,boilerplate
682, medical,11.951842308044434,boilerplate
683, conditions,0.3196916878223419,boilerplate
684, such,1.1856521368026733,boilerplate
685, as,0.00012261842493899167,boilerplate
686, atr,0.9000025987625122,boilerplate
687,ial,7.223252850963036e-06,boilerplate
688, fibr,0.00033739052014425397,clinical_entity
689,illation,8.599129728281696e-07,clinical_entity
690,",",2.6667840480804443,boilerplate
691, mechanical,11.059279441833496,boilerplate
692, heart,0.0347895622253418,clinical_entity
693, valves,0.048653993755578995,boilerplate
694,",",0.004115001764148474,boilerplate
695, deep,7.735057353973389,boilerplate
696, ven,1.646802306175232,boilerplate
697,ous,8.599129728281696e-07,boilerplate
698, throm,5.1077942771371454e-05,clinical_entity
699,b,0.0005486923037096858,boilerplate
700,osis,0.00014222263416741043,boilerplate
701,",",0.023934680968523026,boilerplate
702, and,0.6516080498695374,boilerplate
703, intr,11.902016639709473,boilerplate
704,av,6.1649370193481445,boilerplate
705,ascular,0.0007228339090943336,boilerplate
706, st,0.06588957458734512,boilerplate
